Country or Area,Year,Commodity,Flow,Trade (USD),Weight (kg),Quantity Name,Quantity
Georgia,2007,"Fish; fresh or chilled, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster), excluding fillets, fish meat of 0304, and edible fish offal of 0302.9",Import,113,17,Weight in kilograms,17
Georgia,2007,"Pacific salmon/Atlantic salmon/Danube salmon [see list of conventions for species incld.], fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",Import,191,15,Weight in kilograms,15
Georgia,2007,"Fish; fresh or chilled, plaice (Pleuronectes platessa), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",Import,4228,115,Weight in kilograms,115
Georgia,2007,"Fish; fresh or chilled, albacore or longfinned tunas (Thunnus alalunga), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",Import,680,26,Weight in kilograms,26
Georgia,2007,"Fish,n.e.s. in 03.02, fresh/chilled(excl. fillets/other fish meat of 03.04/livers & roes).",Import,7434,413,Weight in kilograms,413
Georgia,2007,"Fish,n.e.s. in 03.02, fresh/chilled(excl. fillets/other fish meat of 03.04/livers & roes).",Export,774796,5255368,Weight in kilograms,5255368
Georgia,2007,"Fish; frozen, salmonidae, n.e.c. in item no. 0303.1, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,1487004,664341,Weight in kilograms,664341
Georgia,2007,"Fish; frozen, salmonidae, n.e.c. in item no. 0303.1, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Export,2870,1025,Weight in kilograms,1025
Georgia,2007,"Trout (Salmo trutta, Oncorhynchus mykiss/clarki/aguabonita/gilae/apache/chrysogaster), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Import,213759,75417,Weight in kilograms,75417
Georgia,2007,"Atlantic salmon (Salmo salar) & Danube salmon (Hucho hucho), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Import,692936,304392,Weight in kilograms,304392
Georgia,2007,"Atlantic salmon (Salmo salar) & Danube salmon (Hucho hucho), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Export,5010,1000,Weight in kilograms,1000
Georgia,2007,"Fish; frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,640271,286144,Weight in kilograms,286144
Georgia,2007,"Fish; frozen, Nile perch (Lates niloticus) and snakeheads (Channa spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Export,13735,5640,Weight in kilograms,5640
Georgia,2007,"Fish; frozen, sole (Solea spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,1032,150,Weight in kilograms,150
Georgia,2007,"Fish; frozen, flat fish, n.e.c. in item no. 0303.3, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,280554,132529,Weight in kilograms,132529
Georgia,2007,"Fish; frozen, yellowfin tunas (Thunnus albacares), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,3519,502,Weight in kilograms,502
Georgia,2007,"Herrings (Clupea harengus/pallasii), frozen (excl. fillets/oth. fish meat o ...",Import,832899,665569,Weight in kilograms,665569
Georgia,2007,"Herrings (Clupea harengus/pallasii), frozen (excl. fillets/oth. fish meat o ...",Export,44940,46000,Weight in kilograms,46000
Georgia,2007,"Cod (Gadus morhua/ogac/macrocephalus), frozen (excl. fillets/oth. fish meat ...",Import,2381,1340,Weight in kilograms,1340
Georgia,2007,"Sardines (Sardina pilchardus, Sardinops spp.)/sardinella (Sardinella spp.)/brisling/sprats (Sprattus sprattus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Import,71274,46476,Weight in kilograms,46476
Georgia,2007,"Coalfish (Pollachius virens), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Import,1645,173,Weight in kilograms,173
Georgia,2007,"Mackerel (Scomber scombrus/australasicus/japonicus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Import,9444736,6631966,Weight in kilograms,6631966
Georgia,2007,"Mackerel (Scomber scombrus/australasicus/japonicus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Export,36040,25450,Weight in kilograms,25450
Georgia,2007,"Dogfish & other sharks, frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Import,524,108,Weight in kilograms,108
Georgia,2007,"Dogfish & other sharks, frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Export,375,250,Weight in kilograms,250
Georgia,2007,"Eels (Anguilla spp.), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Import,2732,54,Weight in kilograms,54
Georgia,2007,"Sea bass (Dicentrarchus labrax/punctatus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Import,42360,28240,Weight in kilograms,28240
Georgia,2007,"Hake (Merluccius spp., Urophycis spp.), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Import,858944,508380,Weight in kilograms,508380
Georgia,2007,"Fish (excl. of 0303.71 - 0303.78),n.e.s., frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Import,11661882,7781326,Weight in kilograms,7781326
Georgia,2007,"Fish (excl. of 0303.71 - 0303.78),n.e.s., frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Export,401558,870367,Weight in kilograms,870367
Georgia,2007,"Fish livers & roes, frozen",Import,67593,3958,Weight in kilograms,3958
Georgia,2007,"Fish fillets & oth. fish meat, whether or not minced (excl. of 03.02), fres ...",Import,2769,381,Weight in kilograms,381
Georgia,2007,"Fish fillets, frozen",Import,586966,231465,Weight in kilograms,231465
Georgia,2007,"Fish meat other than fillets, frozen",Import,110561,52811,Weight in kilograms,52811
Georgia,2007,"Fish meat other than fillets, frozen",Export,200,200,Weight in kilograms,200
Georgia,2007,"Fish; flours, meals and pellets, fit for human consumption",Export,662443,807987,Weight in kilograms,807987
Georgia,2007,"Fish; livers, roes and milt of fish, dried, smoked, salted or in brine",Import,29778,1518,Weight in kilograms,1518
Georgia,2007,"Fish fillets, dried/salted/in brine but not smoked",Import,24423,2000,Weight in kilograms,2000
Georgia,2007,"Fish; smoked, whether or not cooked before or during smoking, salmon, Pacific (Oncorhynchus nerka, gorbuscha, keta, tschawytscha, kisutch, masou, rhodurus), Atlantic (Salmo salar) and Danube (Hucho hucho), includes fillets, but excludes edible fish offal",Import,60113,3802,Weight in kilograms,3802
Georgia,2007,"Fish; smoked, whether or not cooked before or during smoking, n.e.c. in item no. 0305.4, includes fillets, but excludes edible fish offal",Import,62431,8991,Weight in kilograms,8991
Georgia,2007,"Fish; dried, whether or not salted but not smoked, other than edible fish offal, n.e.c. in item no. 0305.5",Import,504077,193136,Weight in kilograms,193136
Georgia,2007,"Fish; dried, whether or not salted but not smoked, other than edible fish offal, n.e.c. in item no. 0305.5",Export,5146,20583,Weight in kilograms,20583
Georgia,2007,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, herrings (Clupea harengas, Clupea pallasii)",Import,8036,3783,Weight in kilograms,3783
Georgia,2007,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, n.e.c. in item no. 0305.6",Import,1540,105,Weight in kilograms,105
Georgia,2007,"Crustaceans; frozen, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Import,2089,204,Weight in kilograms,204
Georgia,2007,"Crustaceans; frozen, lobsters (Homarus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Import,10547,230,Weight in kilograms,230
Georgia,2007,"Shrimps & prawns, whether/not in shell, frozen",Import,139141,12987,Weight in kilograms,12987
Georgia,2007,"Crustaceans; frozen, crabs, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Import,1976,400,Weight in kilograms,400
Georgia,2007,"Crustaceans; frozen, n.e.c. in item no. 0306.1, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Import,1268,50,Weight in kilograms,50
Georgia,2007,"Crustaceans; not frozen, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or boiling in water; edible flours, meals, pellets",Import,149,5,Weight in kilograms,5
Georgia,2007,"Crustaceans; not frozen, lobsters (Homarus spp.), whether in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flours, meals, and pellets",Import,1534,47,Weight in kilograms,47
Georgia,2007,"Shrimps & prawns, whether/not in shell, other than frozen",Import,11519,695,Weight in kilograms,695
Georgia,2007,"Crustaceans; not frozen, crabs, whether in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flours, meals, and pellets",Import,1305,87,Weight in kilograms,87
Georgia,2007,"Crustaceans; not frozen, n.e.c. in item no. 0306.2, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; including edible flours, meals, and pellets of crustaceans",Import,2060,189,Weight in kilograms,189
Georgia,2007,"Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,5931,260,Weight in kilograms,260
Georgia,2007,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,10944,1693,Weight in kilograms,1693
Georgia,2007,"Molluscs; cuttle fish and squid, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,36751,6240,Weight in kilograms,6240
Georgia,2007,"Molluscs; octopus (Octopus spp.), dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,4947,693,Weight in kilograms,693
Georgia,2007,"Molluscs; snails, other than sea snails, whether in shell or not, live, fresh, chilled, frozen, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,2961,243,Weight in kilograms,243
Georgia,2007,"Molluscs; n.e.c. in heading 0307, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,17317,3176,Weight in kilograms,3176
Georgia,2006,Live ornamental fish,Import,13340,163,Weight in kilograms,163
Georgia,2006,"Fish; live, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",Import,7592,4720,Weight in kilograms,4720
Georgia,2006,"Fish; live, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",Export,4147,1050,Weight in kilograms,1050
Georgia,2006,"Fish; live, eels (Anguilla spp.)",Import,487,18,Weight in kilograms,18
Georgia,2006,"Fish; live, n.e.c. in heading 0301",Import,3262,830,Weight in kilograms,830
Georgia,2006,"Fish; fresh or chilled, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster), excluding fillets, fish meat of 0304, and edible fish offal of 0302.9",Import,50,7,Weight in kilograms,7
Georgia,2006,"Fish; fresh or chilled, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster), excluding fillets, fish meat of 0304, and edible fish offal of 0302.9",Export,16,5,Weight in kilograms,5
Georgia,2006,"Pacific salmon/Atlantic salmon/Danube salmon [see list of conventions for species incld.], fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",Import,41728,19689,Weight in kilograms,19689
Georgia,2006,"Pacific salmon/Atlantic salmon/Danube salmon [see list of conventions for species incld.], fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",Export,75,20,Weight in kilograms,20
Georgia,2006,"Fish; fresh or chilled, salmonidae, n.e.c. in item no. 0302.1, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",Export,246,100,Weight in kilograms,100
Georgia,2006,"Fish; fresh or chilled, plaice (Pleuronectes platessa), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",Import,3089,109,Weight in kilograms,109
Georgia,2006,"Fish; fresh or chilled, flat fish, n.e.c. in item no. 0302.2, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",Import,314,8,Weight in kilograms,8
Georgia,2006,"Fish; fresh or chilled, albacore or longfinned tunas (Thunnus alalunga), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",Import,85,4,Weight in kilograms,4
Georgia,2006,"Fish; fresh or chilled, skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",Import,60,6,Weight in kilograms,6
Georgia,2006,"Cod (Gadus morhua/ogac/macrocephalus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",Import,145,9,Weight in kilograms,9
Georgia,2006,"Coalfish (Pollachius virens), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",Import,109,22,Weight in kilograms,22
Georgia,2006,"Mackerel (Scomber scombrus/australasicus/japonicus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",Import,219453,202087,Weight in kilograms,202087
Georgia,2006,"Mackerel (Scomber scombrus/australasicus/japonicus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",Export,15,5,Weight in kilograms,5
Georgia,2006,"Dogfish & other sharks, fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",Import,36128,11200,Weight in kilograms,11200
