Country or Area,Year,Commodity,Flow,Trade (USD),Weight (kg),Quantity Name,Quantity
"China, Hong Kong SAR",2005,"Mackerel (Scomber scombrus/australasicus/japonicus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Export,43326,13309,Weight in kilograms,13309
"China, Hong Kong SAR",2005,"Mackerel (Scomber scombrus/australasicus/japonicus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Re-Export,43326,13309,Weight in kilograms,13309
"China, Hong Kong SAR",2005,"Eels (Anguilla spp.), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Import,1301025,337931,Weight in kilograms,337931
"China, Hong Kong SAR",2005,"Eels (Anguilla spp.), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Export,116947,63286,Weight in kilograms,63286
"China, Hong Kong SAR",2005,"Eels (Anguilla spp.), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Re-Export,116947,63286,Weight in kilograms,63286
"China, Hong Kong SAR",2005,"Sea bass (Dicentrarchus labrax/punctatus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Import,12242749,1159339,Weight in kilograms,1159339
"China, Hong Kong SAR",2005,"Sea bass (Dicentrarchus labrax/punctatus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Export,388846,30607,Weight in kilograms,30607
"China, Hong Kong SAR",2005,"Sea bass (Dicentrarchus labrax/punctatus), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Re-Export,388846,30607,Weight in kilograms,30607
"China, Hong Kong SAR",2005,"Hake (Merluccius spp., Urophycis spp.), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Import,1369,13,Weight in kilograms,13
"China, Hong Kong SAR",2005,"Fish (excl. of 0303.71 - 0303.78),n.e.s., frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Import,61625430,65453981,Weight in kilograms,65453981
"China, Hong Kong SAR",2005,"Fish (excl. of 0303.71 - 0303.78),n.e.s., frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Export,25309158,39855668,Weight in kilograms,39855668
"China, Hong Kong SAR",2005,"Fish (excl. of 0303.71 - 0303.78),n.e.s., frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Re-Export,24882084,39707908,Weight in kilograms,39707908
"China, Hong Kong SAR",2005,"Fish livers & roes, frozen",Import,3021979,478243,Weight in kilograms,478243
"China, Hong Kong SAR",2005,"Fish livers & roes, frozen",Export,78950,72383,Weight in kilograms,72383
"China, Hong Kong SAR",2005,"Fish livers & roes, frozen",Re-Export,78950,72383,Weight in kilograms,72383
"China, Hong Kong SAR",2005,"Fish fillets & oth. fish meat, whether or not minced (excl. of 03.02), fres ...",Import,15256597,11602498,Weight in kilograms,11602498
"China, Hong Kong SAR",2005,"Fish fillets & oth. fish meat, whether or not minced (excl. of 03.02), fres ...",Export,720086,394760,Weight in kilograms,394760
"China, Hong Kong SAR",2005,"Fish fillets & oth. fish meat, whether or not minced (excl. of 03.02), fres ...",Re-Export,720086,394760,Weight in kilograms,394760
"China, Hong Kong SAR",2005,"Fish fillets, frozen",Import,53318964,20923330,Weight in kilograms,20923330
"China, Hong Kong SAR",2005,"Fish fillets, frozen",Export,12375634,5646032,Weight in kilograms,5646032
"China, Hong Kong SAR",2005,"Fish fillets, frozen",Re-Export,12280926,5634572,Weight in kilograms,5634572
"China, Hong Kong SAR",2005,"Fish meat other than fillets, frozen",Import,5398585,2690041,Weight in kilograms,2690041
"China, Hong Kong SAR",2005,"Fish meat other than fillets, frozen",Export,2069764,1268229,Weight in kilograms,1268229
"China, Hong Kong SAR",2005,"Fish meat other than fillets, frozen",Re-Export,2069764,1268229,Weight in kilograms,1268229
"China, Hong Kong SAR",2005,"Fish; flours, meals and pellets, fit for human consumption",Import,648085,120154,Weight in kilograms,120154
"China, Hong Kong SAR",2005,"Fish; flours, meals and pellets, fit for human consumption",Export,61473,16099,Weight in kilograms,16099
"China, Hong Kong SAR",2005,"Fish; flours, meals and pellets, fit for human consumption",Re-Export,61473,16099,Weight in kilograms,16099
"China, Hong Kong SAR",2005,"Fish; livers, roes and milt of fish, dried, smoked, salted or in brine",Import,458337,65647,Weight in kilograms,65647
"China, Hong Kong SAR",2005,"Fish; livers, roes and milt of fish, dried, smoked, salted or in brine",Export,579782,174164,Weight in kilograms,174164
"China, Hong Kong SAR",2005,"Fish; livers, roes and milt of fish, dried, smoked, salted or in brine",Re-Export,579782,174164,Weight in kilograms,174164
"China, Hong Kong SAR",2005,"Fish fillets, dried/salted/in brine but not smoked",Import,358881,39263,Weight in kilograms,39263
"China, Hong Kong SAR",2005,"Fish fillets, dried/salted/in brine but not smoked",Export,497216,52541,Weight in kilograms,52541
"China, Hong Kong SAR",2005,"Fish fillets, dried/salted/in brine but not smoked",Re-Export,497216,52541,Weight in kilograms,52541
"China, Hong Kong SAR",2005,"Fish; smoked, whether or not cooked before or during smoking, salmon, Pacific (Oncorhynchus nerka, gorbuscha, keta, tschawytscha, kisutch, masou, rhodurus), Atlantic (Salmo salar) and Danube (Hucho hucho), includes fillets, but excludes edible fish offal",Import,3185883,309602,Weight in kilograms,309602
"China, Hong Kong SAR",2005,"Fish; smoked, whether or not cooked before or during smoking, salmon, Pacific (Oncorhynchus nerka, gorbuscha, keta, tschawytscha, kisutch, masou, rhodurus), Atlantic (Salmo salar) and Danube (Hucho hucho), includes fillets, but excludes edible fish offal",Export,324729,36006,Weight in kilograms,36006
"China, Hong Kong SAR",2005,"Fish; smoked, whether or not cooked before or during smoking, salmon, Pacific (Oncorhynchus nerka, gorbuscha, keta, tschawytscha, kisutch, masou, rhodurus), Atlantic (Salmo salar) and Danube (Hucho hucho), includes fillets, but excludes edible fish offal",Re-Export,246427,26581,Weight in kilograms,26581
"China, Hong Kong SAR",2005,"Fish; smoked, whether or not cooked before or during smoking, herrings (Clupea harengus, Clupea pallasii), includes fillets, but excludes edible fish offal",Import,8036,850,Weight in kilograms,850
"China, Hong Kong SAR",2005,"Fish; smoked, whether or not cooked before or during smoking, n.e.c. in item no. 0305.4, includes fillets, but excludes edible fish offal",Import,617071,54029,Weight in kilograms,54029
"China, Hong Kong SAR",2005,"Fish; smoked, whether or not cooked before or during smoking, n.e.c. in item no. 0305.4, includes fillets, but excludes edible fish offal",Export,220451,36560,Weight in kilograms,36560
"China, Hong Kong SAR",2005,"Fish; smoked, whether or not cooked before or during smoking, n.e.c. in item no. 0305.4, includes fillets, but excludes edible fish offal",Re-Export,216077,36035,Weight in kilograms,36035
"China, Hong Kong SAR",2005,"Fish; dried, whether or not salted but not smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",Import,124333,15697,Weight in kilograms,15697
"China, Hong Kong SAR",2005,"Fish; dried, whether or not salted but not smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",Export,3965,312,Weight in kilograms,312
"China, Hong Kong SAR",2005,"Fish; dried, whether or not salted but not smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",Re-Export,3965,312,Weight in kilograms,312
"China, Hong Kong SAR",2005,"Fish; dried, whether or not salted but not smoked, other than edible fish offal, n.e.c. in item no. 0305.5",Import,329767863,12456305,Weight in kilograms,12456305
"China, Hong Kong SAR",2005,"Fish; dried, whether or not salted but not smoked, other than edible fish offal, n.e.c. in item no. 0305.5",Export,99202701,8380019,Weight in kilograms,8380019
"China, Hong Kong SAR",2005,"Fish; dried, whether or not salted but not smoked, other than edible fish offal, n.e.c. in item no. 0305.5",Re-Export,99128829,8374704,Weight in kilograms,8374704
"China, Hong Kong SAR",2005,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, herrings (Clupea harengas, Clupea pallasii)",Import,187,16,Weight in kilograms,16
"China, Hong Kong SAR",2005,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, cod (Gadus morhua, Gadus ogac, Gadus macrocephalus)",Import,62,15,Weight in kilograms,15
"China, Hong Kong SAR",2005,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, anchovies (Engrails spp.)",Import,25280,2749,Weight in kilograms,2749
"China, Hong Kong SAR",2005,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, n.e.c. in item no. 0305.6",Import,91295206,8191220,Weight in kilograms,8191220
"China, Hong Kong SAR",2005,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, n.e.c. in item no. 0305.6",Export,71154276,6265649,Weight in kilograms,6265649
"China, Hong Kong SAR",2005,"Fish; salted or in brine, not dried or smoked, other than edible fish offal, n.e.c. in item no. 0305.6",Re-Export,71120727,6261540,Weight in kilograms,6261540
"China, Hong Kong SAR",2005,"Crustaceans; frozen, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Import,6030342,552076,Weight in kilograms,552076
"China, Hong Kong SAR",2005,"Crustaceans; frozen, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Export,363857,24743,Weight in kilograms,24743
"China, Hong Kong SAR",2005,"Crustaceans; frozen, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Re-Export,363857,24743,Weight in kilograms,24743
"China, Hong Kong SAR",2005,"Crustaceans; frozen, lobsters (Homarus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Import,5122684,612403,Weight in kilograms,612403
"China, Hong Kong SAR",2005,"Crustaceans; frozen, lobsters (Homarus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Export,1765476,171510,Weight in kilograms,171510
"China, Hong Kong SAR",2005,"Crustaceans; frozen, lobsters (Homarus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Re-Export,1765476,171510,Weight in kilograms,171510
"China, Hong Kong SAR",2005,"Shrimps & prawns, whether/not in shell, frozen",Import,96824783,20150959,Weight in kilograms,20150959
"China, Hong Kong SAR",2005,"Shrimps & prawns, whether/not in shell, frozen",Export,10011534,2144947,Weight in kilograms,2144947
"China, Hong Kong SAR",2005,"Shrimps & prawns, whether/not in shell, frozen",Re-Export,9937529,2131411,Weight in kilograms,2131411
"China, Hong Kong SAR",2005,"Crustaceans; frozen, crabs, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Import,10556044,4028934,Weight in kilograms,4028934
"China, Hong Kong SAR",2005,"Crustaceans; frozen, crabs, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Export,288683,47224,Weight in kilograms,47224
"China, Hong Kong SAR",2005,"Crustaceans; frozen, crabs, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Re-Export,288683,47224,Weight in kilograms,47224
"China, Hong Kong SAR",2005,"Crustaceans; frozen, n.e.c. in item no. 0306.1, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Import,323749,42502,Weight in kilograms,42502
"China, Hong Kong SAR",2005,"Crustaceans; frozen, n.e.c. in item no. 0306.1, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Export,14298,5796,Weight in kilograms,5796
"China, Hong Kong SAR",2005,"Crustaceans; frozen, n.e.c. in item no. 0306.1, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water",Re-Export,14298,5796,Weight in kilograms,5796
"China, Hong Kong SAR",2005,"Crustaceans; not frozen, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or boiling in water; edible flours, meals, pellets",Import,100721158,5278977,Weight in kilograms,5278977
"China, Hong Kong SAR",2005,"Crustaceans; not frozen, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or boiling in water; edible flours, meals, pellets",Export,1342598,208142,Weight in kilograms,208142
"China, Hong Kong SAR",2005,"Crustaceans; not frozen, rock lobsters and other sea crawfish (Palinurus spp., Panulirus spp., Jasus spp.), in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or boiling in water; edible flours, meals, pellets",Re-Export,1342598,208142,Weight in kilograms,208142
"China, Hong Kong SAR",2005,"Crustaceans; not frozen, lobsters (Homarus spp.), whether in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flours, meals, and pellets",Import,30527614,1905190,Weight in kilograms,1905190
"China, Hong Kong SAR",2005,"Crustaceans; not frozen, lobsters (Homarus spp.), whether in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flours, meals, and pellets",Export,238687,28372,Weight in kilograms,28372
"China, Hong Kong SAR",2005,"Crustaceans; not frozen, lobsters (Homarus spp.), whether in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flours, meals, and pellets",Re-Export,238687,28372,Weight in kilograms,28372
"China, Hong Kong SAR",2005,"Shrimps & prawns, whether/not in shell, other than frozen",Import,13424381,3926080,Weight in kilograms,3926080
"China, Hong Kong SAR",2005,"Shrimps & prawns, whether/not in shell, other than frozen",Export,2785852,347726,Weight in kilograms,347726
"China, Hong Kong SAR",2005,"Shrimps & prawns, whether/not in shell, other than frozen",Re-Export,2769401,345098,Weight in kilograms,345098
"China, Hong Kong SAR",2005,"Crustaceans; not frozen, crabs, whether in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flours, meals, and pellets",Import,17867073,3838102,Weight in kilograms,3838102
"China, Hong Kong SAR",2005,"Crustaceans; not frozen, crabs, whether in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flours, meals, and pellets",Export,4900644,1173844,Weight in kilograms,1173844
"China, Hong Kong SAR",2005,"Crustaceans; not frozen, crabs, whether in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; edible flours, meals, and pellets",Re-Export,4900644,1173844,Weight in kilograms,1173844
"China, Hong Kong SAR",2005,"Crustaceans; not frozen, n.e.c. in item no. 0306.2, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; including edible flours, meals, and pellets of crustaceans",Import,6219790,628559,Weight in kilograms,628559
"China, Hong Kong SAR",2005,"Crustaceans; not frozen, n.e.c. in item no. 0306.2, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; including edible flours, meals, and pellets of crustaceans",Export,58239,12066,Weight in kilograms,12066
"China, Hong Kong SAR",2005,"Crustaceans; not frozen, n.e.c. in item no. 0306.2, in shell or not, smoked, cooked or not before or during smoking; in shell, cooked by steaming or by boiling in water; including edible flours, meals, and pellets of crustaceans",Re-Export,58239,12066,Weight in kilograms,12066
"China, Hong Kong SAR",2005,"Oysters, whether/not in shell, live/fresh/chilled/frozen/dried/salted/in brine",Import,27536087,5612545,Weight in kilograms,5612545
"China, Hong Kong SAR",2005,"Oysters, whether/not in shell, live/fresh/chilled/frozen/dried/salted/in brine",Export,4271704,2922854,Weight in kilograms,2922854
"China, Hong Kong SAR",2005,"Oysters, whether/not in shell, live/fresh/chilled/frozen/dried/salted/in brine",Re-Export,4271704,2922854,Weight in kilograms,2922854
"China, Hong Kong SAR",2005,"Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, live, fresh or chilled",Import,5779,60,Weight in kilograms,60
"China, Hong Kong SAR",2005,"Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,130699588,5089295,Weight in kilograms,5089295
"China, Hong Kong SAR",2005,"Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Export,8262517,481601,Weight in kilograms,481601
"China, Hong Kong SAR",2005,"Molluscs; scallops and other molluscs of the family Pectinidae, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Re-Export,8262517,481601,Weight in kilograms,481601
"China, Hong Kong SAR",2005,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, live, fresh or chilled",Import,5646550,6003648,Weight in kilograms,6003648
"China, Hong Kong SAR",2005,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, live, fresh or chilled",Export,505568,849839,Weight in kilograms,849839
"China, Hong Kong SAR",2005,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, live, fresh or chilled",Re-Export,505568,849839,Weight in kilograms,849839
"China, Hong Kong SAR",2005,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,7317531,2046429,Weight in kilograms,2046429
"China, Hong Kong SAR",2005,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Export,1060908,226315,Weight in kilograms,226315
"China, Hong Kong SAR",2005,"Molluscs; mussels (Mytilus spp., Perna spp.), whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Re-Export,1060908,226315,Weight in kilograms,226315
"China, Hong Kong SAR",2005,"Molluscs; cuttle fish and squid, whether in shell or not, live, fresh or chilled",Import,1058383,388102,Weight in kilograms,388102
"China, Hong Kong SAR",2005,"Molluscs; cuttle fish and squid, whether in shell or not, live, fresh or chilled",Export,45277,35048,Weight in kilograms,35048
"China, Hong Kong SAR",2005,"Molluscs; cuttle fish and squid, whether in shell or not, live, fresh or chilled",Re-Export,45277,35048,Weight in kilograms,35048
"China, Hong Kong SAR",2005,"Molluscs; cuttle fish and squid, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,45931724,18944847,Weight in kilograms,18944847
"China, Hong Kong SAR",2005,"Molluscs; cuttle fish and squid, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Export,5623748,2905173,Weight in kilograms,2905173
"China, Hong Kong SAR",2005,"Molluscs; cuttle fish and squid, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Re-Export,5617319,2904173,Weight in kilograms,2904173
"China, Hong Kong SAR",2005,"Molluscs; octopus (Octopus spp.), live, fresh or chilled",Import,161965,20730,Weight in kilograms,20730
"China, Hong Kong SAR",2005,"Molluscs; octopus (Octopus spp.), dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,4852736,982979,Weight in kilograms,982979
"China, Hong Kong SAR",2005,"Molluscs; octopus (Octopus spp.), dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Export,1351812,322458,Weight in kilograms,322458
"China, Hong Kong SAR",2005,"Molluscs; octopus (Octopus spp.), dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Re-Export,1333079,318788,Weight in kilograms,318788
"China, Hong Kong SAR",2005,"Molluscs; snails, other than sea snails, whether in shell or not, live, fresh, chilled, frozen, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,3607198,613553,Weight in kilograms,613553
"China, Hong Kong SAR",2005,"Molluscs; snails, other than sea snails, whether in shell or not, live, fresh, chilled, frozen, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Export,58742,4292,Weight in kilograms,4292
"China, Hong Kong SAR",2005,"Molluscs; snails, other than sea snails, whether in shell or not, live, fresh, chilled, frozen, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Re-Export,58742,4292,Weight in kilograms,4292
"China, Hong Kong SAR",2005,"Molluscs; n.e.c. in heading 0307, whether in shell or not, live or fresh, chilled",Import,82736367,8435000,Weight in kilograms,8435000
"China, Hong Kong SAR",2005,"Molluscs; n.e.c. in heading 0307, whether in shell or not, live or fresh, chilled",Export,3410391,624084,Weight in kilograms,624084
"China, Hong Kong SAR",2005,"Molluscs; n.e.c. in heading 0307, whether in shell or not, live or fresh, chilled",Re-Export,3410391,624084,Weight in kilograms,624084
"China, Hong Kong SAR",2005,"Molluscs; n.e.c. in heading 0307, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Import,272638038,11627852,Weight in kilograms,11627852
"China, Hong Kong SAR",2005,"Molluscs; n.e.c. in heading 0307, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Export,33706578,5632651,Weight in kilograms,5632651
"China, Hong Kong SAR",2005,"Molluscs; n.e.c. in heading 0307, whether in shell or not, dried, salted, in brine, or smoked, cooked or not before or during the smoking process",Re-Export,33706578,5632651,Weight in kilograms,5632651
"China, Hong Kong SAR",2004,Live ornamental fish,Import,10163768,345604,Weight in kilograms,345604
"China, Hong Kong SAR",2004,Live ornamental fish,Export,7651847,563129,Weight in kilograms,563129
"China, Hong Kong SAR",2004,Live ornamental fish,Re-Export,2965926,218274,Weight in kilograms,218274
"China, Hong Kong SAR",2004,"Fish; live, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster)",Import,17376,609,Weight in kilograms,609
"China, Hong Kong SAR",2004,"Fish; live, eels (Anguilla spp.)",Import,16978886,1604857,Weight in kilograms,1604857
"China, Hong Kong SAR",2004,"Fish; live, eels (Anguilla spp.)",Export,3726898,443050,Weight in kilograms,443050
"China, Hong Kong SAR",2004,"Fish; live, eels (Anguilla spp.)",Re-Export,3726898,443050,Weight in kilograms,443050
"China, Hong Kong SAR",2004,"Fish; live, carp (Cyprinus spp., Carassius spp., Ctenopharyngodon idellus, Hypophthalmichthys spp., Cirrhinus spp., Mylopharyngodon piceus, Catla catla, Labeo spp., Osteochilus hasselti, Leptobarbus hoeveni, Megalobrama spp.)",Import,12007588,10711568,Weight in kilograms,10711568
"China, Hong Kong SAR",2004,"Fish; live, n.e.c. in heading 0301",Import,113310841,37507913,Weight in kilograms,37507913
"China, Hong Kong SAR",2004,"Fish; live, n.e.c. in heading 0301",Export,2501017,838016,Weight in kilograms,838016
"China, Hong Kong SAR",2004,"Fish; live, n.e.c. in heading 0301",Re-Export,2495303,837138,Weight in kilograms,837138
"China, Hong Kong SAR",2004,"Fish; fresh or chilled, trout (Salmo trutta, Oncorhynchus mykiss, Oncorhynchus clarki, Oncorhynchus aguabonita, Oncorhynchus gilae, Oncorhynchus apache and Oncorhynchus chrysogaster), excluding fillets, fish meat of 0304, and edible fish offal of 0302.9",Import,15851,1293,Weight in kilograms,1293
"China, Hong Kong SAR",2004,"Pacific salmon/Atlantic salmon/Danube salmon [see list of conventions for species incld.], fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",Import,40483395,7170225,Weight in kilograms,7170225
"China, Hong Kong SAR",2004,"Pacific salmon/Atlantic salmon/Danube salmon [see list of conventions for species incld.], fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",Export,460959,153374,Weight in kilograms,153374
"China, Hong Kong SAR",2004,"Pacific salmon/Atlantic salmon/Danube salmon [see list of conventions for species incld.], fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",Re-Export,460959,153374,Weight in kilograms,153374
"China, Hong Kong SAR",2004,"Fish; fresh or chilled, salmonidae, n.e.c. in item no. 0302.1, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",Import,576774,69839,Weight in kilograms,69839
"China, Hong Kong SAR",2004,"Fish; fresh or chilled, sole (Solea spp.), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",Import,7937,251,Weight in kilograms,251
"China, Hong Kong SAR",2004,"Fish; fresh or chilled, flat fish, n.e.c. in item no. 0302.2, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",Import,5563487,3369109,Weight in kilograms,3369109
"China, Hong Kong SAR",2004,"Fish; fresh or chilled, yellowfin tunas (Thunnus albacares), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",Import,324409,24463,Weight in kilograms,24463
"China, Hong Kong SAR",2004,"Fish; fresh or chilled, skipjack tuna (stripe-bellied bonito) (Katsuwonus pelamis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",Import,152385,7682,Weight in kilograms,7682
"China, Hong Kong SAR",2004,"Fish; fresh or chilled, Atlantic and Pacific bluefin tunas (Thunnus thynnus, Thunnus orientalis), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",Import,8117,424,Weight in kilograms,424
"China, Hong Kong SAR",2004,"Fish; fresh or chilled, tuna, n.e.c. in item no. 0302.3, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0302.91 to 0302.99",Import,212844,22326,Weight in kilograms,22326
"China, Hong Kong SAR",2004,"Cod (Gadus morhua/ogac/macrocephalus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",Import,1448402,68005,Weight in kilograms,68005
"China, Hong Kong SAR",2004,"Sardines (Sardina pilchardus, Sardinops spp.)/sardinella (Sardinella spp.)/brisling/sprats (Sprattus sprattus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers/roes)",Import,12810,622,Weight in kilograms,622
"China, Hong Kong SAR",2004,"Mackerel (Scomber scombrus/australasicus/japonicus), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",Import,276342,13928,Weight in kilograms,13928
"China, Hong Kong SAR",2004,"Eels (Anguilla spp.), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",Import,43068,1941,Weight in kilograms,1941
"China, Hong Kong SAR",2004,"Eels (Anguilla spp.), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",Export,14021,2000,Weight in kilograms,2000
"China, Hong Kong SAR",2004,"Eels (Anguilla spp.), fresh/chilled (excl. fillets/other fish meat of 03.04/livers & roes)",Re-Export,14021,2000,Weight in kilograms,2000
"China, Hong Kong SAR",2004,"Fish,n.e.s. in 03.02, fresh/chilled(excl. fillets/other fish meat of 03.04/livers & roes).",Import,24598083,19157870,Weight in kilograms,19157870
"China, Hong Kong SAR",2004,"Fish,n.e.s. in 03.02, fresh/chilled(excl. fillets/other fish meat of 03.04/livers & roes).",Export,1035845,701435,Weight in kilograms,701435
"China, Hong Kong SAR",2004,"Fish,n.e.s. in 03.02, fresh/chilled(excl. fillets/other fish meat of 03.04/livers & roes).",Re-Export,806268,668223,Weight in kilograms,668223
"China, Hong Kong SAR",2004,"Fish livers & roes, fresh/chilled",Import,1047241,40954,Weight in kilograms,40954
"China, Hong Kong SAR",2004,"Fish livers & roes, fresh/chilled",Export,8988,3117,Weight in kilograms,3117
"China, Hong Kong SAR",2004,"Fish livers & roes, fresh/chilled",Re-Export,8988,3117,Weight in kilograms,3117
"China, Hong Kong SAR",2004,"Fish; frozen, Pacific salmon, sockeye salmon (red salmon) (Oncorhynchus nerka), excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,335580,150397,Weight in kilograms,150397
"China, Hong Kong SAR",2004,"Fish; frozen, salmonidae, n.e.c. in item no. 0303.1, excluding fillets, fish meat of 0304, and edible fish offal of subheadings 0303.91 to 0303.99",Import,327762,142755,Weight in kilograms,142755
"China, Hong Kong SAR",2004,"Trout (Salmo trutta, Oncorhynchus mykiss/clarki/aguabonita/gilae/apache/chrysogaster), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Import,732956,134480,Weight in kilograms,134480
"China, Hong Kong SAR",2004,"Trout (Salmo trutta, Oncorhynchus mykiss/clarki/aguabonita/gilae/apache/chrysogaster), frozen (excl. fillets/other fish meat of 03.04/livers & roes)",Export,24918,7516,Weight in kilograms,7516
